Split_width(g),dis_b/w_rings(d),Freq [GHz],s11,vswr
0.5,0.4,0,-4.69E-09,106.0205999
0.5,0.4,0.034375,-0.006693317,68.30725934
0.5,0.4,0.06875,-0.026522043,56.34778646
0.5,0.4,0.103125,-0.058682479,49.40402308
0.5,0.4,0.1375,-0.101350416,44.36078442
0.5,0.4,0.171875,-0.153626045,40.63183956
0.5,0.4,0.20625,-0.213765136,37.71860345
0.5,0.4,0.240625,-0.279829502,35.37107939
0.5,0.4,0.275,-0.349777717,33.44427008
0.5,0.4,0.309375,-0.421554285,31.84574823
0.5,0.4,0.34375,-0.493172561,30.51249246
0.5,0.4,0.378125,-0.562787781,29.39927651
0.5,0.4,0.4125,-0.628757536,28.47229232
0.5,0.4,0.446875,-0.689687924,27.7053931
0.5,0.4,0.48125,-0.744464405,27.07775359
0.5,0.4,0.515625,-0.792267142,26.57234694
0.5,0.4,0.55,-0.832571382,26.1749186
0.5,0.4,0.584375,-0.865134208,25.87327725
0.5,0.4,0.61875,-0.889969712,25.65679665
0.5,0.4,0.653125,-0.907315239,25.51606244
0.5,0.4,0.6875,-0.917591711,25.44262114
0.5,0.4,0.721875,-0.921361144,25.42880202
0.5,0.4,0.75625,-0.919284266,25.46759135
0.5,0.4,0.790625,-0.912080704,25.55254377
0.5,0.4,0.825,-0.900493606,25.67771972
0.5,0.4,0.859375,-0.88525989,25.83764057
0.5,0.4,0.89375,-0.867086664,26.02725539
0.5,0.4,0.928125,-0.8466338,26.24191494
0.5,0.4,0.9625,-0.824502235,26.47734993
0.5,0.4,0.996875,-0.801227272,26.72965152
0.5,0.4,1.03125,-0.777276015,26.99525284
0.5,0.4,1.065625,-0.753048045,27.2709108
0.5,0.4,1.1,-0.728878479,27.55368804
0.5,0.4,1.134375,-0.70504264,27.84093481
0.5,0.4,1.16875,-0.681761712,28.13027089
0.5,0.4,1.203125,-0.659208857,28.41956776
0.5,0.4,1.2375,-0.637515418,28.70693111
0.5,0.4,1.271875,-0.616776924,28.99068387
0.5,0.4,1.30625,-0.597058714,29.26934988
0.5,0.4,1.340625,-0.57840107,29.54163827
0.5,0.4,1.375,-0.560823796,29.80642866
0.5,0.4,1.409375,-0.544330246,30.06275718
0.5,0.4,1.44375,-0.528910796,30.30980327
0.5,0.4,1.478125,-0.514545806,30.5468773
0.5,0.4,1.5125,-0.501208116,30.77340902
0.5,0.4,1.546875,-0.48886512,30.98893668
0.5,0.4,1.58125,-0.477480471,31.19309689
0.5,0.4,1.615625,-0.467015469,31.38561515
0.5,0.4,1.65,-0.457430177,31.56629696
0.5,0.4,1.684375,-0.448684301,31.73501955
0.5,0.4,1.71875,-0.440737885,31.89172415
0.5,0.4,1.753125,-0.433551835,32.03640876
0.5,0.4,1.7875,-0.427088325,32.1691214
0.5,0.4,1.821875,-0.421311081,32.28995388
0.5,0.4,1.85625,-0.416185591,32.39903596
0.5,0.4,1.890625,-0.411679235,32.49652992
0.5,0.4,1.925,-0.407761373,32.58262564
0.5,0.4,1.959375,-0.404403374,32.65753593
0.5,0.4,1.99375,-0.40157863,32.72149234
0.5,0.4,2.028125,-0.39926253,32.77474132
0.5,0.4,2.0625,-0.397432428,32.81754064
0.5,0.4,2.096875,-0.39606759,32.85015626
0.5,0.4,2.13125,-0.395149137,32.87285942
0.5,0.4,2.165625,-0.39465998,32.88592406
0.5,0.4,2.2,-0.394584759,32.88962452
0.5,0.4,2.234375,-0.394909772,32.88423348
0.5,0.4,2.26875,-0.395622913,32.8700202
0.5,0.4,2.303125,-0.396713611,32.84724887
0.5,0.4,2.3375,-0.398172773,32.81617729
0.5,0.4,2.371875,-0.39999273,32.77705568
0.5,0.4,2.40625,-0.40216719,32.73012563
0.5,0.4,2.440625,-0.404691193,32.67561926
0.5,0.4,2.475,-0.40756108,32.61375853
0.5,0.4,2.509375,-0.41077446,32.54475458
0.5,0.4,2.54375,-0.414330189,32.46880726
0.5,0.4,2.578125,-0.418228349,32.38610477
0.5,0.4,2.6125,-0.422470245,32.29682326
0.5,0.4,2.646875,-0.427058398,32.20112668
0.5,0.4,2.68125,-0.431996553,32.0991665
0.5,0.4,2.715625,-0.43728969,31.99108162
0.5,0.4,2.75,-0.442944049,31.87699823
0.5,0.4,2.784375,-0.448967157,31.75702977
0.5,0.4,2.81875,-0.455367867,31.63127684
0.5,0.4,2.853125,-0.462156407,31.49982716
0.5,0.4,2.8875,-0.469344442,31.36275554
0.5,0.4,2.921875,-0.476945139,31.22012386
0.5,0.4,2.95625,-0.484973252,31.07198099
0.5,0.4,2.990625,-0.493445215,30.91836279
0.5,0.4,3.025,-0.502379256,30.759292
0.5,0.4,3.059375,-0.511795514,30.59477818
0.5,0.4,3.09375,-0.521716188,30.42481759
0.5,0.4,3.128125,-0.532165696,30.24939309
0.5,0.4,3.1625,-0.543170857,30.06847393
0.5,0.4,3.196875,-0.5547611,29.8820156
0.5,0.4,3.23125,-0.566968693,29.68995959
0.5,0.4,3.265625,-0.579829012,29.49223308
0.5,0.4,3.3,-0.593380835,29.28874872
0.5,0.4,3.334375,-0.60766668,29.07940418
0.5,0.4,3.36875,-0.622733182,28.86408181
0.5,0.4,3.403125,-0.638631528,28.64264818
0.5,0.4,3.4375,-0.655417935,28.4149536
0.5,0.4,3.471875,-0.673154208,28.18083153
0.5,0.4,3.50625,-0.691908361,27.94009801
0.5,0.4,3.540625,-0.711755324,27.692551
0.5,0.4,3.575,-0.732777759,27.43796965
0.5,0.4,3.609375,-0.755066969,27.17611356
0.5,0.4,3.64375,-0.778723957,26.90672193
0.5,0.4,3.678125,-0.803860621,26.62951268
0.5,0.4,3.7125,-0.830601134,26.34418155
0.5,0.4,3.746875,-0.859083517,26.05040109
0.5,0.4,3.78125,-0.88946146,25.74781966
0.5,0.4,3.815625,-0.921906406,25.43606039
0.5,0.4,3.85,-0.956609971,25.11472008
0.5,0.4,3.884375,-0.993786732,24.78336817
0.5,0.4,3.91875,-1.03367746,24.4415457
0.5,0.4,3.953125,-1.076552881,24.08876424
0.5,0.4,3.9875,-1.122718043,23.72450509
0.5,0.4,4.021875,-1.172517412,23.34821839
0.5,0.4,4.05625,-1.226340823,22.95932264
0.5,0.4,4.090625,-1.284630443,22.55720435
0.5,0.4,4.125,-1.347888933,22.14121813
0.5,0.4,4.159375,-1.416689029,21.71068729
0.5,0.4,4.19375,-1.49168481,21.26490508
0.5,0.4,4.228125,-1.573624958,20.80313682
0.5,0.4,4.2625,-1.663368387,20.32462316
0.5,0.4,4.296875,-1.761902674,19.82858475
0.5,0.4,4.33125,-1.870365803,19.31422876
0.5,0.4,4.365625,-1.990071808,18.78075778
0.5,0.4,4.4,-2.122541003,18.22738158
0.5,0.4,4.434375,-2.26953557,17.65333262
0.5,0.4,4.46875,-2.433101346,17.05788623
0.5,0.4,4.503125,-2.615616739,16.4403865
0.5,0.4,4.5375,-2.819849681,15.80027948
0.5,0.4,4.571875,-3.049023485,15.13715532
0.5,0.4,4.60625,-3.306892189,14.45080162
0.5,0.4,4.640625,-3.597825436,13.74127079
0.5,0.4,4.675,-3.926901765,13.00896506
0.5,0.4,4.709375,-4.300006928,12.25474423
0.5,0.4,4.74375,-4.723929282,11.48006319
0.5,0.4,4.778125,-5.206435176,10.68715025
0.5,0.4,4.8125,-5.756288239,9.879243564
0.5,0.4,4.846875,-6.383136367,9.06091475
0.5,0.4,4.88125,-7.097103619,8.238529205
0.5,0.4,4.915625,-7.907736122,7.420927283
0.5,0.4,4.95,-8.821546293,6.620464101
0.5,0.4,4.984375,-9.836574566,5.854606421
0.5,0.4,5.01875,-10.93097811,5.148264085
0.5,0.4,5.053125,-12.04163496,4.536576619
0.5,0.4,5.0875,-13.03462511,4.066058846
0.5,0.4,5.121875,-13.6991316,3.788180622
0.5,0.4,5.15625,-13.83601813,3.739097606
0.5,0.4,5.190625,-13.4204188,3.915740167
0.5,0.4,5.225,-12.62553223,4.275508377
0.5,0.4,5.259375,-11.66953693,4.760799563
0.5,0.4,5.29375,-10.70249094,5.320679929
0.5,0.4,5.328125,-9.798850505,5.91769092
0.5,0.4,5.3625,-8.986345804,6.52623077
0.5,0.4,5.396875,-8.269709486,7.129152208
0.5,0.4,5.43125,-7.643807274,7.714962616
0.5,0.4,5.465625,-7.099951247,8.27592477
0.5,0.4,5.5,-6.62873246,8.806835082
0.5,0.4,5.534375,-6.22121192,9.304238959
0.5,0.4,5.56875,-5.869361726,9.765916873
0.5,0.4,5.603125,-5.566171689,10.19053834
0.5,0.4,5.6375,-5.305612827,10.57742216
0.5,0.4,5.671875,-5.082545681,10.92636594
0.5,0.4,5.70625,-4.892613442,11.23752203
0.5,0.4,5.740625,-4.732137537,11.51130584
0.5,0.4,5.775,-4.598022847,11.74832695
0.5,0.4,5.809375,-4.487674762,11.94933715
0.5,0.4,5.84375,-4.398928134,12.11519099
0.5,0.4,5.878125,-4.329987137,12.24681585
0.5,0.4,5.9125,-4.279374787,12.34518957
0.5,0.4,5.946875,-4.245890758,12.41132396
0.5,0.4,5.98125,-4.228576248,12.44625305
0.5,0.4,6.015625,-4.226684738,12.45102538
0.5,0.4,6.05,-4.239657652,12.42669955
0.5,0.4,6.084375,-4.267104007,12.3743427
0.5,0.4,6.11875,-4.308783263,12.29503149
0.5,0.4,6.153125,-4.36459065,12.18985529
0.5,0.4,6.1875,-4.434544303,12.05992154
0.5,0.4,6.221875,-4.518773536,11.90636293
0.5,0.4,6.25625,-4.617507621,11.73034645
0.5,0.4,6.290625,-4.73106436,11.53308401
0.5,0.4,6.325,-4.859837721,11.31584476
0.5,0.4,6.359375,-5.004283698,11.07996876
0.5,0.4,6.39375,-5.164903443,10.8268819
0.5,0.4,6.428125,-5.342222607,10.55811196
0.5,0.4,6.4625,-5.53676564,10.27530526
0.5,0.4,6.496875,-5.749023664,9.980243692
0.5,0.4,6.53125,-5.979414401,9.674861268
0.5,0.4,6.565625,-6.228232575,9.361259502
0.5,0.4,6.6,-6.495589261,9.041720279
0.5,0.4,6.634375,-6.781339034,8.718714615
0.5,0.4,6.66875,-7.084994544,8.394905057
0.5,0.4,6.703125,-7.405629626,8.073138836
0.5,0.4,6.7375,-7.741774653,7.756428059
0.5,0.4,6.771875,-8.091311765,7.447912461
0.5,0.4,6.80625,-8.451383333,7.150799689
0.5,0.4,6.840625,-8.818334303,6.868278102
0.5,0.4,6.875,-9.187717014,6.603398261
0.5,0.4,6.909375,-9.554393327,6.358922225
0.5,0.4,6.94375,-9.912769149,6.137144957
0.5,0.4,6.978125,-10.25718521,5.939699426
0.5,0.4,7.0125,-10.5824609,5.767365022
0.5,0.4,7.046875,-10.88454596,5.619905254
0.5,0.4,7.08125,-11.16118913,5.495961827
0.5,0.4,7.115625,-11.41250322,5.393026028
0.5,0.4,7.15,-11.64131429,5.307495044
0.5,0.4,7.184375,-11.85323486,5.234804392
0.5,0.4,7.21875,-12.05648136,5.169613602
0.5,0.4,7.253125,-12.26153153,5.106015617
0.5,0.4,7.2875,-12.48075902,5.037742253
0.5,0.4,7.321875,-12.72818134,4.958346662
0.5,0.4,7.35625,-13.01942723,4.861355268
0.5,0.4,7.390625,-13.37199221,4.74039285
0.5,0.4,7.425,-13.80581923,4.589293929
0.5,0.4,7.459375,-14.34420908,4.402221694
0.5,0.4,7.49375,-15.01497218,4.17382485
0.5,0.4,7.528125,-15.85137646,3.899477842
0.5,0.4,7.5625,-16.89108862,3.575682634
0.5,0.4,7.596875,-18.16626281,3.2007921
0.5,0.4,7.63125,-19.66000112,2.776445517
0.5,0.4,7.665625,-21.15685979,2.310833351
0.5,0.4,7.7,-21.9604822,1.827452298
0.5,0.4,7.734375,-21.24504674,1.391688905
0.5,0.4,7.76875,-19.35616299,1.172441007
0.5,0.4,7.803125,-17.20738124,1.374134957
0.5,0.4,7.8375,-15.23396504,1.917934409
0.5,0.4,7.871875,-13.52984439,2.623690172
0.5,0.4,7.90625,-12.08326353,3.399455343
0.5,0.4,7.940625,-10.86079018,4.200922488
0.5,0.4,7.975,-9.829133549,5.000831667
0.5,0.4,8.009375,-8.959532719,5.779285406
0.5,0.4,8.04375,-8.227862556,6.520890664
0.5,0.4,8.078125,-7.61392177,7.213881897
0.5,0.4,8.1125,-7.100734487,7.84974417
0.5,0.4,8.146875,-6.674005542,8.422879624
0.5,0.4,8.18125,-6.321707803,8.93020557
0.5,0.4,8.215625,-6.033758921,9.37069405
0.5,0.4,8.25,-5.80175598,9.744897296
0.5,0.4,8.284375,-5.618749862,10.05450209
0.5,0.4,8.31875,-5.479050255,10.30194194
0.5,0.4,8.353125,-5.37805711,10.49008056
0.5,0.4,8.3875,-5.31211651,10.62196782
0.5,0.4,8.421875,-5.278399619,10.70066188
0.5,0.4,8.45625,-5.274803429,10.72910711
0.5,0.4,8.490625,-5.29987204,10.71005666
0.5,0.4,8.525,-5.352737208,10.64602907
0.5,0.4,8.559375,-5.433077102,10.53928984
0.5,0.4,8.59375,-5.541092577,10.39185074
0.5,0.4,8.628125,-5.677500813,10.20548119
0.5,0.4,8.6625,-5.843546893,9.981727702
0.5,0.4,8.696875,-6.041034903,9.721938522
0.5,0.4,8.73125,-6.272381454,9.427291502
0.5,0.4,8.765625,-6.540696452,9.098824019
0.5,0.4,8.8,-6.849898671,8.737464214
0.5,0.4,8.834375,-7.204877903,8.344063163
0.5,0.4,8.86875,-7.611722003,7.919427832
0.5,0.4,8.903125,-8.078037813,7.464354743
0.5,0.4,8.9375,-8.61341283,6.979664362
0.5,0.4,8.971875,-9.230095669,6.466236214
0.5,0.4,9.00625,-9.94403,5.925044844
0.5,0.4,9.040625,-10.77648443,5.357196977
0.5,0.4,9.075,-11.75673761,4.763971166
0.5,0.4,9.109375,-12.92674245,4.146863744
0.5,0.4,9.14375,-14.34976629,3.507652554
0.5,0.4,9.178125,-16.12769389,2.848514864
0.5,0.4,9.2125,-18.4389291,2.172334132
0.5,0.4,9.246875,-21.62678956,1.48384798
0.5,0.4,9.28125,-26.31246255,0.796888883
0.5,0.4,9.315625,-30.26208425,0.280414354
0.5,0.4,9.35,-25.46910146,0.760062012
0.5,0.4,9.384375,-20.92126092,1.46996196
0.5,0.4,9.41875,-17.78463384,2.19971815
0.5,0.4,9.453125,-15.46635228,2.93327411
0.5,0.4,9.4875,-13.65423955,3.664819503
0.5,0.4,9.521875,-12.18437599,4.390382521
0.5,0.4,9.55625,-10.96208093,5.106596082
0.5,0.4,9.590625,-9.927981685,5.810407548
0.5,0.4,9.625,-9.042339991,6.498993375
0.5,0.4,9.659375,-8.277146312,7.169728344
0.5,0.4,9.69375,-7.611822305,7.820168522
0.5,0.4,9.728125,-7.030737118,8.448035176
0.5,0.4,9.7625,-6.521697609,9.051195847
0.5,0.4,9.796875,-6.074990507,9.627642247
0.5,0.4,9.83125,-5.682751635,10.17546609
0.5,0.4,9.865625,-5.338536136,10.69283475
0.5,0.4,9.9,-5.037016035,11.17796895
0.5,0.4,9.934375,-4.773760383,11.62912522
0.5,0.4,9.96875,-4.545069853,12.04458584
0.5,0.4,10.003125,-4.347847392,12.42265974
0.5,0.4,10.0375,-4.179492421,12.76169771
0.5,0.4,10.071875,-4.037809643,13.06012579
0.5,0.4,10.10625,-3.920925775,13.31650053
0.5,0.4,10.140625,-3.82720908,13.52958955
0.5,0.4,10.175,-3.75518782,13.69847931
0.5,0.4,10.209375,-3.703465188,13.82271019
0.5,0.4,10.24375,-3.670630075,13.90243537
0.5,0.4,10.278125,-3.655165559,13.93859544
0.5,0.4,10.3125,-3.655360346,13.93309431
0.5,0.4,10.346875,-3.669232233,13.8889562
0.5,0.4,10.38125,-3.694476418,13.81043652
0.5,0.4,10.415625,-3.728453742,13.70305646
0.5,0.4,10.45,-3.768233005,13.573531
0.5,0.4,10.484375,-3.81069583,13.4295671
0.5,0.4,10.51875,-3.852701511,13.2795232
0.5,0.4,10.553125,-3.891294814,13.13194336
0.5,0.4,10.5875,-3.923925717,12.99500534
0.5,0.4,10.621875,-3.94864222,12.87594757
0.5,0.4,10.65625,-3.964219899,12.78055466
0.5,0.4,10.690625,-3.970205268,12.71278044
0.5,0.4,10.725,-3.966869973,12.67456522
0.5,0.4,10.759375,-3.955092379,12.66586761
0.5,0.4,10.79375,-3.936195633,12.6848884
0.5,0.4,10.828125,-3.911774219,12.72843115
0.5,0.4,10.8625,-3.88353552,12.79232759
0.5,0.4,10.896875,-3.853173034,12.87186009
0.5,0.4,10.93125,-3.822277608,12.96213018
0.5,0.4,10.965625,-3.79228514,13.05834564
0.5,0.4,11,-3.764454546,13.1560188
0.5,0.4,11.034375,-3.739868073,13.25108401
0.5,0.4,11.06875,-3.719446332,13.33994965
0.5,0.4,11.103125,-3.703971773,13.41950234
0.5,0.4,11.1375,-3.694115959,13.48707981
0.5,0.4,11.171875,-3.690467595,13.54042581
0.5,0.4,11.20625,-3.693559507,13.5776368
0.5,0.4,11.240625,-3.703893696,13.59710737
0.5,0.4,11.275,-3.721964218,13.59747853
0.5,0.4,11.309375,-3.748278049,13.5775913
0.5,0.4,11.34375,-3.783374291,13.53644673
0.5,0.4,11.378125,-3.827842223,13.47317272
0.5,0.4,11.4125,-3.882338712,13.38699748
0.5,0.4,11.446875,-3.947605556,13.2772293
0.5,0.4,11.48125,-4.024487281,13.14324217
0.5,0.4,11.515625,-4.113949935,12.98446686
0.5,0.4,11.55,-4.217101386,12.80038712
0.5,0.4,11.584375,-4.335213652,12.59054072
0.5,0.4,11.61875,-4.469747739,12.35452528
0.5,0.4,11.653125,-4.622381498,12.09200891
0.5,0.4,11.6875,-4.795040934,11.80274581
0.5,0.4,11.721875,-4.989935366,11.48659717
0.5,0.4,11.75625,-5.209596679,11.14355802
0.5,0.4,11.790625,-5.456922628,10.77379064
0.5,0.4,11.825,-5.735223637,10.37766577
0.5,0.4,11.859375,-6.04827151,9.95581322
0.5,0.4,11.89375,-6.400346558,9.509184024
0.5,0.4,11.928125,-6.796275995,9.039127676
0.5,0.4,11.9625,-7.241449451,8.547489511
0.5,0.4,11.996875,-7.741783804,8.036736195
0.5,0.4,12.03125,-8.303582916,7.5101218
0.5,0.4,12.065625,-8.933185282,6.971913924
0.5,0.4,12.1,-9.636189423,6.427709764
0.5,0.4,12.134375,-10.41584831,5.884885756
0.5,0.4,12.16875,-11.2698653,5.353236491
0.5,0.4,12.203125,-12.18428253,4.845848957
0.5,0.4,12.2375,-13.12278626,4.380163753
0.5,0.4,12.271875,-14.01143442,3.9788483
0.5,0.4,12.30625,-14.72757489,3.669350206
0.5,0.4,12.340625,-15.11975197,3.480065308
0.5,0.4,12.375,-15.08220698,3.431847237
0.5,0.4,12.409375,-14.63321543,3.528528626
0.5,0.4,12.44375,-13.90001597,3.754629511
0.5,0.4,12.478125,-13.0310653,4.082783955
0.5,0.4,12.5125,-12.13562107,4.483851335
0.5,0.4,12.546875,-11.27569526,4.933104927
0.5,0.4,12.58125,-10.48008562,5.411961007
0.5,0.4,12.615625,-9.758716793,5.907295498
0.5,0.4,12.65,-9.111952265,6.409628875
0.5,0.4,12.684375,-8.535752108,6.910366384
0.5,0.4,12.71875,-8.024332079,7.398945158
0.5,0.4,12.753125,-7.57147714,7.863365953
0.5,0.4,12.7875,-7.171161831,8.295611217
0.5,0.4,12.821875,-6.817820582,8.694923756
0.5,0.4,12.85625,-6.506443634,9.06453186
0.5,0.4,12.890625,-6.232587935,9.407455835
0.5,0.4,12.925,-5.992348374,9.72522636
0.5,0.4,12.959375,-5.782312425,10.01830086
0.5,0.4,12.99375,-5.599509782,10.28666682
0.5,0.4,13.028125,-5.441362693,10.5302039
0.5,0.4,13.0625,-5.305639649,10.74884344
0.5,0.4,13.096875,-5.190413463,10.94262095
0.5,0.4,13.13125,-5.09402402,11.11168235
0.5,0.4,13.165625,-5.015045508,11.25627345
0.5,0.4,13.2,-4.952257802,11.37672525
0.5,0.4,13.234375,-4.904621572,11.47343999
0.5,0.4,13.26875,-4.87125668,11.54687942
0.5,0.4,13.303125,-4.851423463,11.59755548
0.5,0.4,13.3375,-4.844506486,11.62602316
0.5,0.4,13.371875,-4.850000453,11.63287523
0.5,0.4,13.40625,-4.867497934,11.61873818
0.5,0.4,13.440625,-4.896678643,11.58426933
0.5,0.4,13.475,-4.937300021,11.53015458
0.5,0.4,13.509375,-4.989188904,11.45710673
0.5,0.4,13.54375,-5.052234082,11.36586405
0.5,0.4,13.578125,-5.12637957,11.25718907
0.5,0.4,13.6125,-5.211618442,11.13186746
0.5,0.4,13.646875,-5.307987068,10.99070684
0.5,0.4,13.68125,-5.415559631,10.83453561
0.5,0.4,13.715625,-5.534442774,10.66420167
0.5,0.4,13.75,-5.664770255,10.48057103
0.5,0.5,0,-4.32E-09,106.0205999
0.5,0.5,0.034375,-0.006738684,68.2253844
0.5,0.5,0.06875,-0.02669651,56.26780318
0.5,0.5,0.103125,-0.059310692,49.33425999
0.5,0.5,0.1375,-0.105386107,44.34132539
0.5,0.5,0.171875,-0.161462248,40.63571625
0.5,0.5,0.20625,-0.225463705,37.73584095
0.5,0.5,0.240625,-0.295139845,35.39716481
0.5,0.5,0.275,-0.36818501,33.47686445
0.5,0.5,0.309375,-0.442347615,31.88348927
0.5,0.5,0.34375,-0.515522537,30.55448218
0.5,0.5,0.378125,-0.585823928,29.44483565
0.5,0.5,0.4125,-0.651637757,28.52083388
0.5,0.5,0.446875,-0.7116548,27.75635545
0.5,0.5,0.48125,-0.764885609,27.13056675
0.5,0.5,0.515625,-0.810659447,26.62641884
0.5,0.5,0.55,-0.848609448,26.22963403
0.5,0.5,0.584375,-0.878646472,25.92800508
0.5,0.5,0.61875,-0.900924348,25.71090188
0.5,0.5,0.653125,-0.915799334,25.56892084
0.5,0.5,0.6875,-0.923786671,25.49363426
0.5,0.5,0.721875,-0.925516938,25.47741132
0.5,0.5,0.75625,-0.921694603,25.51329021
0.5,0.5,0.790625,-0.913060647,25.59488681
0.5,0.5,0.825,-0.900360595,25.71632905
0.5,0.5,0.859375,-0.884318608,25.87220903
0.5,0.5,0.89375,-0.865617821,26.05754692
0.5,0.5,0.928125,-0.844886589,26.26776253
0.5,0.5,0.9625,-0.822690016,26.49865159
0.5,0.5,0.996875,-0.79952595,26.7463647
0.5,0.5,1.03125,-0.775824542,27.00738782
0.5,0.5,1.065625,-0.751950489,27.27852355
0.5,0.5,1.1,-0.728207153,27.55687278
0.5,0.5,1.134375,-0.704841874,27.83981665
0.5,0.5,1.16875,-0.682051923,28.12499882
0.5,0.5,1.203125,-0.659990651,28.41030805
0.5,0.5,1.2375,-0.638773524,28.69386137
0.5,0.5,1.271875,-0.618483845,28.97398772
0.5,0.5,1.30625,-0.599177999,29.24921236
0.5,0.5,1.340625,-0.580890177,29.51824193
0.5,0.5,1.375,-0.563636543,29.77995036
0.5,0.5,1.409375,-0.547418846,30.03336553
0.5,0.5,1.44375,-0.532227516,30.27765667
0.5,0.5,1.478125,-0.518044283,30.51212257
0.5,0.5,1.5125,-0.504844367,30.73618051
0.5,0.5,1.546875,-0.492598282,30.9493558
0.5,0.5,1.58125,-0.481273324,31.15127208
0.5,0.5,1.615625,-0.470834766,31.3416421
0.5,0.5,1.65,-0.461246818,31.52025918
0.5,0.5,1.684375,-0.452473392,31.68698907
0.5,0.5,1.71875,-0.444478685,31.84176241
0.5,0.5,1.753125,-0.437227643,31.98456764
0.5,0.5,1.7875,-0.430686298,32.11544431
0.5,0.5,1.821875,-0.424822021,32.23447688
0.5,0.5,1.85625,-0.419603699,32.34178887
0.5,0.5,1.890625,-0.415001853,32.43753747
0.5,0.5,1.925,-0.410988713,32.5219085
0.5,0.5,1.959375,-0.407538251,32.59511176
0.5,0.5,1.99375,-0.404626196,32.65737669
0.5,0.5,2.028125,-0.402230019,32.70894849
0.5,0.5,2.0625,-0.400328906,32.75008446
0.5,0.5,2.096875,-0.398903723,32.78105074
0.5,0.5,2.13125,-0.397936972,32.80211932
0.5,0.5,2.165625,-0.397412741,32.81356539
0.5,0.5,2.2,-0.397316657,32.81566494
0.5,0.5,2.234375,-0.397635831,32.8086926
0.5,0.5,2.26875,-0.398358812,32.79291978
0.5,0.5,2.303125,-0.399475541,32.76861303
0.5,0.5,2.3375,-0.400977305,32.73603258
0.5,0.5,2.371875,-0.402856701,32.69543108
0.5,0.5,2.40625,-0.405107598,32.64705258
0.5,0.5,2.440625,-0.407725111,32.59113158
0.5,0.5,2.475,-0.410705572,32.52789228
0.5,0.5,2.509375,-0.414046514,32.45754794
0.5,0.5,2.54375,-0.41774666,32.38030039
0.5,0.5,2.578125,-0.421805911,32.29633957
0.5,0.5,2.6125,-0.426225351,32.2058432
0.5,0.5,2.646875,-0.43100725,32.10897655
0.5,0.5,2.68125,-0.43615508,32.00589217
0.5,0.5,2.715625,-0.441673534,31.89672982
0.5,0.5,2.75,-0.447568555,31.7816163
0.5,0.5,2.784375,-0.453847374,31.66066536
0.5,0.5,2.81875,-0.460518557,31.5339777
0.5,0.5,2.853125,-0.467592057,31.40164087
0.5,0.5,2.8875,-0.475079281,31.26372925
0.5,0.5,2.921875,-0.482993169,31.12030402
0.5,0.5,2.95625,-0.491348277,30.97141312
0.5,0.5,2.990625,-0.500160884,30.81709119
0.5,0.5,3.025,-0.509449106,30.6573595
0.5,0.5,3.059375,-0.519233028,30.49222591
0.5,0.5,3.09375,-0.529534855,30.3216847
0.5,0.5,3.128125,-0.540379078,30.14571647
0.5,0.5,3.1625,-0.55179267,29.96428799
0.5,0.5,3.196875,-0.5638053,29.77735197
0.5,0.5,3.23125,-0.576449575,29.58484683
0.5,0.5,3.265625,-0.589761319,29.38669647
0.5,0.5,3.3,-0.603779879,29.18280988
0.5,0.5,3.334375,-0.618548479,28.97308083
0.5,0.5,3.36875,-0.634114612,28.75738744
0.5,0.5,3.403125,-0.650530488,28.53559175
0.5,0.5,3.4375,-0.667853543,28.30753914
0.5,0.5,3.471875,-0.686147005,28.07305785
0.5,0.5,3.50625,-0.705480554,27.83195829
0.5,0.5,3.540625,-0.725931051,27.58403239
0.5,0.5,3.575,-0.747583385,27.32905289
0.5,0.5,3.609375,-0.77053143,27.06677248
0.5,0.5,3.64375,-0.794879136,26.79692301
0.5,0.5,3.678125,-0.820741785,26.51921455
0.5,0.5,3.7125,-0.848247419,26.23333446
0.5,0.5,3.746875,-0.877538489,25.93894635
0.5,0.5,3.78125,-0.908773745,25.63568905
0.5,0.5,3.815625,-0.942130419,25.32317551
0.5,0.5,3.85,-0.977806737,25.00099175
0.5,0.5,3.884375,-1.016024839,24.66869571
0.5,0.5,3.91875,-1.057034144,24.32581618
0.5,0.5,3.953125,-1.101115276,23.97185183
0.5,0.5,3.9875,-1.148584622,23.6062702
0.5,0.5,4.021875,-1.199799647,23.228507
0.5,0.5,4.05625,-1.255165102,22.83796548
0.5,0.5,4.090625,-1.315140285,22.43401618
0.5,0.5,4.125,-1.380247553,22.01599703
0.5,0.5,4.159375,-1.451082305,21.58321403
0.5,0.5,4.19375,-1.528324716,21.13494262
0.5,0.5,4.228125,-1.612753539,20.67042993
0.5,0.5,4.2625,-1.705262353,20.1888983
0.5,0.5,4.296875,-1.806878698,19.6895502
0.5,0.5,4.33125,-1.918786618,19.17157524
0.5,0.5,4.365625,-2.042353186,18.63415953
0.5,0.5,4.4,-2.179159711,18.07649817
0.5,0.5,4.434375,-2.331038336,17.49781168
0.5,0.5,4.46875,-2.50011487,16.89736731
0.5,0.5,4.503125,-2.688858648,16.27450644
0.5,0.5,4.5375,-2.900140223,15.62867965
0.5,0.5,4.571875,-3.137297477,14.9594912
0.5,0.5,4.60625,-3.404210354,14.26675539
0.5,0.5,4.640625,-3.705383559,13.55056769
0.5,0.5,4.675,-4.046034965,12.81139459
0.5,0.5,4.709375,-4.43218432,12.05018761
0.5,0.5,4.74375,-4.870730739,11.26852932
