Split_width(g),dis_b/w_rings(d),Freq [GHz],s11,vswr
1.5,0.4,5.053125,-11.71429569,4.61510803
1.5,0.4,5.0875,-12.65360233,4.122999121
1.5,0.4,5.121875,-13.307544,3.813882634
1.5,0.4,5.15625,-13.50057125,3.727434044
1.5,0.4,5.190625,-13.18966238,3.867723041
1.5,0.4,5.225,-12.50294247,4.197953295
1.5,0.4,5.259375,-11.6304116,4.662064708
1.5,0.4,5.29375,-10.71848725,5.207923441
1.5,0.4,5.328125,-9.848139352,5.796259649
1.5,0.4,5.3625,-9.054326216,6.399956007
1.5,0.4,5.396875,-8.347131273,7.000778574
1.5,0.4,5.43125,-7.724933762,7.586483769
1.5,0.4,5.465625,-7.181267206,8.148810212
1.5,0.4,5.5,-6.708117547,8.682177739
1.5,0.4,5.534375,-6.297425691,9.182851677
1.5,0.4,5.56875,-5.94172288,9.648396995
1.5,0.4,5.603125,-5.634356351,10.07731222
1.5,0.4,5.6375,-5.369526121,10.46877674
1.5,0.4,5.671875,-5.142239048,10.82247172
1.5,0.4,5.70625,-4.948230993,11.13845004
1.5,0.4,5.740625,-4.783881166,11.41704021
1.5,0.4,5.775,-4.646129647,11.65877426
1.5,0.4,5.809375,-4.532402662,11.86433314
1.5,0.4,5.84375,-4.440547083,12.03450508
1.5,0.4,5.878125,-4.368774113,12.17015398
1.5,0.4,5.9125,-4.315611469,12.27219539
1.5,0.4,5.946875,-4.279863107,12.34157867
1.5,0.4,5.98125,-4.260575494,12.379274
1.5,0.4,6.015625,-4.257009443,12.38626359
1.5,0.4,6.05,-4.268616646,12.36353619
1.5,0.4,6.084375,-4.295020062,12.31208467
1.5,0.4,6.11875,-4.335997456,12.2329062
1.5,0.4,6.153125,-4.391467374,12.12700476
1.5,0.4,6.1875,-4.461476924,11.99539591
1.5,0.4,6.221875,-4.546190718,11.8391136
1.5,0.4,6.25625,-4.645880312,11.6592189
1.5,0.4,6.290625,-4.760913452,11.45681069
1.5,0.4,6.325,-4.891742339,11.23303811
1.5,0.4,6.359375,-5.03889003,10.98911476
1.5,0.4,6.39375,-5.202933954,10.72633457
1.5,0.4,6.428125,-5.38448532,10.44608908
1.5,0.4,6.4625,-5.584163014,10.14988606
1.5,0.4,6.496875,-5.802560328,9.839369016
1.5,0.4,6.53125,-6.040202638,9.516337183
1.5,0.4,6.565625,-6.297493943,9.182765307
1.5,0.4,6.6,-6.574650111,8.840822264
1.5,0.4,6.634375,-6.871616824,8.492887178
1.5,0.4,6.66875,-7.187970853,8.141561165
1.5,0.4,6.703125,-7.522804723,7.789672122
1.5,0.4,6.7375,-7.874597501,7.44026907
1.5,0.4,6.771875,-8.241079036,7.096601414
1.5,0.4,6.80625,-8.619101969,6.762077243
1.5,0.4,6.840625,-9.004545616,6.440193653
1.5,0.4,6.875,-9.392287455,6.134431676
1.5,0.4,6.909375,-9.776288772,5.848109454
1.5,0.4,6.94375,-10.14984502,5.584191251
1.5,0.4,6.978125,-10.50604023,5.345057561
1.5,0.4,7.0125,-10.83840971,5.132253299
1.5,0.4,7.046875,-11.14175594,4.94624457
1.5,0.4,7.08125,-11.41299335,4.786225072
1.5,0.4,7.115625,-11.65185023,4.650014289
1.5,0.4,7.15,-11.86126631,4.534076926
1.5,0.4,7.184375,-12.04740232,4.433668333
1.5,0.4,7.21875,-12.21929756,4.343082841
1.5,0.4,7.253125,-12.38831688,4.255962478
1.5,0.4,7.2875,-12.5675761,4.165619728
1.5,0.4,7.321875,-12.77151638,4.06533921
1.5,0.4,7.35625,-13.01574012,3.94864306
1.5,0.4,7.390625,-13.31715924,3.809526353
1.5,0.4,7.425,-13.6944596,3.642689137
1.5,0.4,7.459375,-14.16884719,3.443813102
1.5,0.4,7.49375,-14.76495996,3.209963681
1.5,0.4,7.528125,-15.51154561,2.940266215
1.5,0.4,7.5625,-16.44051095,2.637163794
1.5,0.4,7.596875,-17.57952855,2.308951535
1.5,0.4,7.63125,-18.92209936,1.975173219
1.5,0.4,7.665625,-20.32929942,1.677747857
1.5,0.4,7.7,-21.31812162,1.496271294
1.5,0.4,7.734375,-21.1148235,1.531887257
1.5,0.4,7.76875,-19.63779491,1.81775597
1.5,0.4,7.803125,-17.6426643,2.292033672
1.5,0.4,7.8375,-15.68762689,2.880162199
1.5,0.4,7.871875,-13.95485742,3.53206696
1.5,0.4,7.90625,-12.46729601,4.215901274
1.5,0.4,7.940625,-11.2034523,4.909334258
1.5,0.4,7.975,-10.13389578,5.595178424
1.5,0.4,8.009375,-9.230907517,6.259584169
1.5,0.4,8.04375,-8.470413671,6.891343611
1.5,0.4,8.078125,-7.831921307,7.481603731
1.5,0.4,8.1125,-7.298057255,8.023685538
1.5,0.4,8.146875,-6.854114254,8.512891711
1.5,0.4,8.18125,-6.4876752,8.946271874
1.5,0.4,8.215625,-6.188305839,9.322353002
1.5,0.4,8.25,-5.947296366,9.640855865
1.5,0.4,8.284375,-5.757438329,9.902419021
1.5,0.4,8.31875,-5.61282979,10.10834691
1.5,0.4,8.353125,-5.508705693,10.26039205
1.5,0.4,8.3875,-5.441292168,10.36057547
1.5,0.4,8.421875,-5.407684014,10.41104499
1.5,0.4,8.45625,-5.405744552,10.41396826
1.5,0.4,8.490625,-5.434026932,10.37145589
1.5,0.4,8.525,-5.491715959,10.28550952
1.5,0.4,8.559375,-5.578589734,10.15799002
1.5,0.4,8.59375,-5.695000788,9.990601369
1.5,0.4,8.628125,-5.841877101,9.784886547
1.5,0.4,8.6625,-6.020744309,9.54223257
1.5,0.4,8.696875,-6.233771754,9.263882334
1.5,0.4,8.73125,-6.483846922,8.950951635
1.5,0.4,8.765625,-6.77468555,8.604450147
1.5,0.4,8.8,-7.110988871,8.225305528
1.5,0.4,8.834375,-7.49866604,7.814390084
1.5,0.4,8.86875,-7.94515043,7.372549583
1.5,0.4,8.903125,-8.459856526,6.90063394
1.5,0.4,8.9375,-9.054855857,6.39952949
1.5,0.4,8.971875,-9.74590857,5.870192607
1.5,0.4,9.00625,-10.55409993,5.313684516
1.5,0.4,9.040625,-11.5085627,4.731207435
1.5,0.4,9.075,-12.65128033,4.12414335
1.5,0.4,9.109375,-14.04621764,3.494100174
1.5,0.4,9.14375,-15.79846797,2.842981898
1.5,0.4,9.178125,-18.10025222,2.173145947
1.5,0.4,9.2125,-21.36628396,1.487956946
1.5,0.4,9.246875,-26.79282095,0.795255144
1.5,0.4,9.28125,-38.639888,0.203174736
1.5,0.4,9.315625,-27.90165893,0.699835892
1.5,0.4,9.35,-21.78219144,1.418070703
1.5,0.4,9.384375,-18.19454697,2.149440134
1.5,0.4,9.41875,-15.67804063,2.883401373
1.5,0.4,9.453125,-13.75813778,3.615303484
1.5,0.4,9.4875,-12.22238098,4.341476348
1.5,0.4,9.521875,-10.95707199,5.058581734
1.5,0.4,9.55625,-9.893943412,5.763480536
1.5,0.4,9.590625,-8.988525371,6.453206059
1.5,0.4,9.625,-8.210023402,7.124961911
1.5,0.4,9.659375,-7.536077538,7.776122591
1.5,0.4,9.69375,-6.94983489,8.404230179
1.5,0.4,9.728125,-6.438214496,9.006985596
1.5,0.4,9.7625,-5.990827835,9.58223494
1.5,0.4,9.796875,-5.599279022,10.12795236
1.5,0.4,9.83125,-5.256694346,10.64222144
1.5,0.4,9.865625,-4.957395328,11.12321727
1.5,0.4,9.9,-4.696664324,11.5691917
1.5,0.4,9.934375,-4.470571345,11.97846429
1.5,0.4,9.96875,-4.275842161,12.34942198
1.5,0.4,10.003125,-4.109754506,12.6805302
1.5,0.4,10.0375,-3.970053253,12.97035902
1.5,0.4,10.071875,-3.854877785,13.21762723
1.5,0.4,10.10625,-3.762696189,13.4212676
1.5,0.4,10.140625,-3.692241612,13.58051548
1.5,0.4,10.175,-3.642446512,13.69502153
1.5,0.4,10.209375,-3.612370869,13.76498702
1.5,0.4,10.24375,-3.601120886,13.79131645
1.5,0.4,10.278125,-3.607755811,13.77577759
1.5,0.4,10.3125,-3.631182536,13.72115331
1.5,0.4,10.346875,-3.67004108,13.63136334
1.5,0.4,10.38125,-3.722589246,13.51152923
1.5,0.4,10.415625,-3.786601372,13.36795293
1.5,0.4,10.45,-3.859303132,13.20798181
1.5,0.4,10.484375,-3.937369332,13.03974169
1.5,0.4,10.51875,-4.017010955,12.87173684
1.5,0.4,10.553125,-4.094167556,12.71233991
1.5,0.4,10.5875,-4.164799738,12.56922224
1.5,0.4,10.621875,-4.225247248,12.44879864
1.5,0.4,10.65625,-4.272590459,12.35577061
1.5,0.4,10.690625,-4.304939935,12.29284235
1.5,0.4,10.725,-4.321589627,12.26065314
1.5,0.4,10.759375,-4.32300333,12.25792618
1.5,0.4,10.79375,-4.310648141,12.28179142
1.5,0.4,10.828125,-4.286724917,12.32821229
1.5,0.4,10.8625,-4.253861248,12.39243941
1.5,0.4,10.896875,-4.214825914,12.46942717
1.5,0.4,10.93125,-4.172303214,12.5541719
1.5,0.4,10.965625,-4.128741958,12.64195531
1.5,0.4,11,-4.086275397,12.72849575
1.5,0.4,11.034375,-4.046697867,12.81002181
1.5,0.4,11.06875,-4.011480745,12.88328734
1.5,0.4,11.103125,-3.981811744,12.94554682
1.5,0.4,11.1375,-3.958645193,12.99450694
1.5,0.4,11.171875,-3.942754941,13.02826668
1.5,0.4,11.20625,-3.934784873,13.04525429
1.5,0.4,11.240625,-3.935294638,13.04416667
1.5,0.4,11.275,-3.944799772,13.02391418
1.5,0.4,11.309375,-3.963806508,12.98357257
1.5,0.4,11.34375,-3.992842016,12.92234237
1.5,0.4,11.378125,-4.032481097,12.83951582
1.5,0.4,11.4125,-4.083370402,12.73445092
1.5,0.4,11.446875,-4.146251188,12.60655209
1.5,0.4,11.48125,-4.221981545,12.45525704
1.5,0.4,11.515625,-4.311558957,12.28002956
1.5,0.4,11.55,-4.416143914,12.08035793
1.5,0.4,11.584375,-4.537085225,11.85575897
1.5,0.4,11.61875,-4.675947545,11.60578801
1.5,0.4,11.653125,-4.834541494,11.330055
1.5,0.4,11.6875,-5.014956508,11.02824751
1.5,0.4,11.721875,-5.219596227,10.70016139
1.5,0.4,11.75625,-5.451215645,10.3457405
1.5,0.4,11.790625,-5.712958279,9.965126943
1.5,0.4,11.825,-6.008389914,9.558724189
1.5,0.4,11.859375,-6.341522566,9.127276284
1.5,0.4,11.89375,-6.716817101,8.671967635
1.5,0.4,11.928125,-7.139143571,8.194550296
1.5,0.4,11.9625,-7.613661309,7.69750919
1.5,0.4,11.996875,-8.145549607,7.184281549
1.5,0.4,12.03125,-8.739462667,6.659555764
1.5,0.4,12.065625,-9.398480027,6.129687531
1.5,0.4,12.1,-10.12214985,5.60328569
1.5,0.4,12.134375,-10.90296888,5.092024804
1.5,0.4,12.16875,-11.72042836,4.61169541
1.5,0.4,12.203125,-12.53217632,4.183295469
1.5,0.4,12.2375,-13.26462859,3.833390596
1.5,0.4,12.271875,-13.81282323,3.591958985
1.5,0.4,12.30625,-14.06685219,3.4855847
1.5,0.4,12.340625,-13.96679963,3.5270795
1.5,0.4,12.375,-13.54267546,3.708855147
1.5,0.4,12.409375,-12.89337046,4.00665975
1.5,0.4,12.44375,-12.12994973,4.389914489
1.5,0.4,12.478125,-11.337521,4.830170208
1.5,0.4,12.5125,-10.56813326,5.304562665
1.5,0.4,12.546875,-9.848587449,5.795937943
1.5,0.4,12.58125,-9.189996235,6.291782832
1.5,0.4,12.615625,-8.594749011,6.783049109
1.5,0.4,12.65,-8.060765893,7.263206421
1.5,0.4,12.684375,-7.583896232,7.727551183
1.5,0.4,12.71875,-7.159213298,8.172716675
1.5,0.4,12.753125,-6.78168945,8.596325146
1.5,0.4,12.7875,-6.44653241,8.996736889
1.5,0.4,12.821875,-6.149338544,9.372865524
1.5,0.4,12.85625,-5.886148505,9.72403926
1.5,0.4,12.890625,-5.653451857,10.04989493
1.5,0.4,12.925,-5.448166161,10.35029604
1.5,0.4,12.959375,-5.267604446,10.62526904
1.5,0.4,12.99375,-5.109438664,10.87495348
1.5,0.4,13.028125,-4.97166314,11.09956352
1.5,0.4,13.0625,-4.852560089,11.29935822
1.5,0.4,13.096875,-4.750668147,11.47461929
1.5,0.4,13.13125,-4.664754225,11.62563502
1.5,0.4,13.165625,-4.593788691,11.75268922
1.5,0.4,13.2,-4.536923662,11.85605464
1.5,0.4,13.234375,-4.493474131,11.93599015
1.5,0.4,13.26875,-4.462901595,11.99274104
1.5,0.4,13.303125,-4.444799862,12.02654222
1.5,0.4,13.3375,-4.43888271,12.03762369
1.5,0.4,13.371875,-4.444973097,12.02621804
1.5,0.4,13.40625,-4.462993638,11.99256955
1.5,0.4,13.440625,-4.492958089,11.93694457
1.5,0.4,13.475,-4.534963612,11.85964263
1.5,0.4,13.509375,-4.589183593,11.76100798
1.5,0.4,13.54375,-4.655860845,11.64144117
1.5,0.4,13.578125,-4.735301025,11.50140995
1.5,0.4,13.6125,-4.827866151,11.34145923
1.5,0.4,13.646875,-4.933968108,11.16221967
1.5,0.4,13.68125,-5.054062095,10.96441418
1.5,0.4,13.715625,-5.18864,10.74886229
1.5,0.4,13.75,-5.338223718,10.51648183
1.5,0.5,0,106.0205999,106.0205999
1.5,0.5,0.034375,68.30725934,68.284058
1.5,0.5,0.06875,56.34778646,56.32475323
1.5,0.5,0.103125,49.40402308,49.42675006
1.5,0.5,0.1375,44.36078442,44.68047389
1.5,0.5,0.171875,40.63183956,41.06781545
1.5,0.5,0.20625,37.71860345,38.19858693
1.5,0.5,0.240625,35.37107939,35.85976728
1.5,0.5,0.275,33.44427008,33.92221694
1.5,0.5,0.309375,31.84574823,32.3015206
1.5,0.5,0.34375,30.51249246,30.93924097
1.5,0.5,0.378125,29.39927651,29.79303086
1.5,0.5,0.4125,28.47229232,28.83101373
1.5,0.5,0.446875,27.7053931,28.02839556
1.5,0.5,0.48125,27.07775359,27.36532233
1.5,0.5,0.515625,26.57234694,26.82547233
1.5,0.5,0.55,26.1749186,26.39510331
1.5,0.5,0.584375,25.87327725,26.06239298
1.5,0.5,0.61875,25.65679665,25.81697584
1.5,0.5,0.653125,25.51606244,25.64961499
1.5,0.5,0.6875,25.44262114,25.55196916
1.5,0.5,0.721875,25.42880202,25.51642735
1.5,0.5,0.75625,25.46759135,25.53599204
1.5,0.5,0.790625,25.55254377,25.60419682
1.5,0.5,0.825,25.67771972,25.71504826
1.5,0.5,0.859375,25.83764057,25.86298451
1.5,0.5,0.89375,26.02725539,26.04284496
1.5,0.5,0.928125,26.24191494,26.24984714
1.5,0.5,0.9625,26.47734993,26.47956799
1.5,0.5,0.996875,26.72965152,26.72792761
1.5,0.5,1.03125,26.99525284,26.99117437
1.5,0.5,1.065625,27.2709108,27.2658706
1.5,0.5,1.1,27.55368804,27.54887842
1.5,0.5,1.134375,27.84093481,27.83734564
1.5,0.5,1.16875,28.13027089,28.12869163
1.5,0.5,1.203125,28.41956776,28.42059315
1.5,0.5,1.2375,28.70693111,28.71097027
1.5,0.5,1.271875,28.99068387,28.99797237
1.5,0.5,1.30625,29.26934988,29.27996438
1.5,0.5,1.340625,29.54163827,29.55551316
1.5,0.5,1.375,29.80642866,29.82337423
1.5,0.5,1.409375,30.06275718,30.08247875
1.5,0.5,1.44375,30.30980327,30.33192076
1.5,0.5,1.478125,30.5468773,30.5709448
1.5,0.5,1.5125,30.77340902,30.79893382
1.5,0.5,1.546875,30.98893668,31.01539748
1.5,0.5,1.58125,31.19309689,31.21996074
1.5,0.5,1.615625,31.38561515,31.41235289
1.5,0.5,1.65,31.56629696,31.59239698
1.5,0.5,1.684375,31.73501955,31.75999972
1.5,0.5,1.71875,31.89172415,31.91514177
1.5,0.5,1.753125,32.03640876,32.05786859
1.5,0.5,1.7875,32.1691214,32.18828183
1.5,0.5,1.821875,32.28995388,32.30653117
1.5,0.5,1.85625,32.39903596,32.41280684
1.5,0.5,1.890625,32.49652992,32.5073326
1.5,0.5,1.925,32.58262564,32.5903594
1.5,0.5,1.959375,32.65753593,32.66215948
1.5,0.5,1.99375,32.72149234,32.72302118
1.5,0.5,2.028125,32.77474132,32.77324417
1.5,0.5,2.0625,32.81754064,32.81313528
1.5,0.5,2.096875,32.85015626,32.84300478
1.5,0.5,2.13125,32.87285942,32.86316317
1.5,0.5,2.165625,32.88592406,32.87391842
1.5,0.5,2.2,32.88962452,32.87557351
1.5,0.5,2.234375,32.88423348,32.8684245
1.5,0.5,2.26875,32.8700202,32.85275879
1.5,0.5,2.303125,32.84724887,32.82885378
1.5,0.5,2.3375,32.81617729,32.79697573
1.5,0.5,2.371875,32.77705568,32.75737889
1.5,0.5,2.40625,32.73012563,32.71030487
1.5,0.5,2.440625,32.67561926,32.65598207
1.5,0.5,2.475,32.61375853,32.5946254
1.5,0.5,2.509375,32.54475458,32.52643603
1.5,0.5,2.54375,32.46880726,32.45160129
1.5,0.5,2.578125,32.38610477,32.37029462
1.5,0.5,2.6125,32.29682326,32.28267565
1.5,0.5,2.646875,32.20112668,32.18889023
1.5,0.5,2.68125,32.0991665,32.08907063
1.5,0.5,2.715625,31.99108162,31.98333562
1.5,0.5,2.75,31.87699823,31.87179069
1.5,0.5,2.784375,31.75702977,31.7545282
1.5,0.5,2.81875,31.63127684,31.63162754
1.5,0.5,2.853125,31.49982716,31.50315534
1.5,0.5,2.8875,31.36275554,31.36916553
1.5,0.5,2.921875,31.22012386,31.22969957
1.5,0.5,2.95625,31.07198099,31.08478645
1.5,0.5,2.990625,30.91836279,30.93444282
1.5,0.5,3.025,30.759292,30.77867303
1.5,0.5,3.059375,30.59477818,30.61746908
1.5,0.5,3.09375,30.42481759,30.45081066
1.5,0.5,3.128125,30.24939309,30.27866499
1.5,0.5,3.1625,30.06847393,30.10098678
1.5,0.5,3.196875,29.8820156,29.91771802
1.5,0.5,3.23125,29.68995959,29.72878777
1.5,0.5,3.265625,29.49223308,29.53411194
1.5,0.5,3.3,29.28874872,29.33359292
1.5,0.5,3.334375,29.07940418,29.12711928
1.5,0.5,3.36875,28.86408181,28.91456534
1.5,0.5,3.403125,28.64264818,28.69579068
1.5,0.5,3.4375,28.4149536,28.47063962
1.5,0.5,3.471875,28.18083153,28.23894066
1.5,0.5,3.50625,27.94009801,28.00050584
1.5,0.5,3.540625,27.692551,27.75512999
1.5,0.5,3.575,27.43796965,27.50259001
1.5,0.5,3.609375,27.17611356,27.24264405
1.5,0.5,3.64375,26.90672193,26.97503059
1.5,0.5,3.678125,26.62951268,26.6994675
1.5,0.5,3.7125,26.34418155,26.41565109
1.5,0.5,3.746875,26.05040109,26.12325497
1.5,0.5,3.78125,25.74781966,25.82192901
1.5,0.5,3.815625,25.43606039,25.51129818
1.5,0.5,3.85,25.11472008,25.19096137
1.5,0.5,3.884375,24.78336817,24.86049019
1.5,0.5,3.91875,24.4415457,24.51942786
1.5,0.5,3.953125,24.08876424,24.16728799
1.5,0.5,3.9875,23.72450509,23.80355357
1.5,0.5,4.021875,23.34821839,23.42767598
1.5,0.5,4.05625,22.95932264,23.03907428
1.5,0.5,4.090625,22.55720435,22.63713461
1.5,0.5,4.125,22.14121813,22.22121007
1.5,0.5,4.159375,21.71068729,21.79062106
1.5,0.5,4.19375,21.26490508,21.34465612
1.5,0.5,4.228125,20.80313682,20.88257381
1.5,0.5,4.2625,20.32462316,20.40360546
1.5,0.5,4.296875,19.82858475,19.90695947
1.5,0.5,4.33125,19.31422876,19.39182725
1.5,0.5,4.365625,18.78075778,18.85739154
1.5,0.5,4.4,18.22738158,18.30283752
1.5,0.5,4.434375,17.65333262,17.72736754
1.5,0.5,4.46875,17.05788623,17.13022045
1.5,0.5,4.503125,16.4403865,16.51069648
1.5,0.5,4.5375,15.80027948,15.86818934
1.5,0.5,4.571875,15.13715532,15.20222707
1.5,0.5,4.60625,14.45080162,14.51252384
1.5,0.5,4.640625,13.74127079,13.79904557
1.5,0.5,4.675,13.00896506,13.06209273
1.5,0.5,4.709375,12.25474423,12.30240528
1.5,0.5,4.74375,11.48006319,11.52129664
1.5,0.5,4.778125,10.68715025,10.72082707
1.5,0.5,4.8125,9.879243564,9.904033443
1.5,0.5,4.846875,9.06091475,9.075244002
1.5,0.5,4.88125,8.238529205,8.240527797
1.5,0.5,4.915625,7.420927283,7.408366341
1.5,0.5,4.95,6.620464101,6.590697662
1.5,0.5,4.984375,5.854606421,5.80456953
1.5,0.5,5.01875,5.148264085,5.07468072
1.5,0.5,5.053125,4.536576619,4.436742928
1.5,0.5,5.0875,4.066058846,3.939769741
1.5,0.5,5.121875,3.788180622,3.640672443
1.5,0.5,5.15625,3.739097606,3.582105534
1.5,0.5,5.190625,3.915740167,3.763075514
1.5,0.5,5.225,4.275508377,4.136854357
1.5,0.5,5.259375,4.760799563,4.640098435
1.5,0.5,5.29375,5.320679929,5.218110786
1.5,0.5,5.328125,5.91769092,5.83177113
1.5,0.5,5.3625,6.52623077,6.454978798
1.5,0.5,5.396875,7.129152208,7.070576883
1.5,0.5,5.43125,7.714962616,7.667231306
1.5,0.5,5.465625,8.27592477,8.237403025
1.5,0.5,5.5,8.806835082,8.776081048
1.5,0.5,5.534375,9.304238959,9.279984903
1.5,0.5,5.56875,9.765916873,9.747049253
1.5,0.5,5.603125,10.19053834,10.17607984
1.5,0.5,5.6375,10.57742216,10.56651628
1.5,0.5,5.671875,10.92636594,10.9182637
1.5,0.5,5.70625,11.23752203,11.23157034
1.5,0.5,5.740625,11.51130584,11.50693693
1.5,0.5,5.775,11.74832695,11.74504856
1.5,0.5,5.809375,11.94933715,11.94672302
1.5,0.5,5.84375,12.11519099,12.11287154
1.5,0.5,5.878125,12.24681585,12.24446888
1.5,0.5,5.9125,12.34518957,12.34253077
1.5,0.5,5.946875,12.41132396,12.40809723
1.5,0.5,5.98125,12.44625305,12.4422206
1.5,0.5,6.015625,12.45102538,12.4459575
1.5,0.5,6.05,12.42669955,12.4203641
1.5,0.5,6.084375,12.3743427,12.36649422
1.5,0.5,6.11875,12.29503149,12.28540003
1.5,0.5,6.153125,12.18985529,12.17813497
1.5,0.5,6.1875,12.05992154,12.04575873
1.5,0.5,6.221875,11.90636293,11.88934424
1.5,0.5,6.25625,11.73034645,11.70998645
1.5,0.5,6.290625,11.53308401,11.50881282
1.5,0.5,6.325,11.31584476,11.2869955
1.5,0.5,6.359375,11.07996876,11.04576502
1.5,0.5,6.39375,10.8268819,10.7864253
1.5,0.5,6.428125,10.55811196,10.51037001
1.5,0.5,6.4625,10.27530526,10.21909968
1.5,0.5,6.496875,9.980243692,9.914239502
1.5,0.5,6.53125,9.674861268,9.597557039
1.5,0.5,6.565625,9.361259502,9.270979275
1.5,0.5,6.6,9.041720279,8.93660789
1.5,0.5,6.634375,8.718714615,8.596731414
1.5,0.5,6.66875,8.394905057,8.253832386
1.5,0.5,6.703125,8.073138836,7.910587042
1.5,0.5,6.7375,7.756428059,7.569854299
1.5,0.5,6.771875,7.447912461,7.234649969
1.5,0.5,6.80625,7.150799689,6.908101275
1.5,0.5,6.840625,6.868278102,6.593376203
1.5,0.5,6.875,6.603398261,6.293582347
1.5,0.5,6.909375,6.358922225,6.011631463
1.5,0.5,6.94375,6.137144957,5.750069601
1.5,0.5,6.978125,5.939699426,5.510879109
1.5,0.5,7.0125,5.767365022,5.295267624
1.5,0.5,7.046875,5.619905254,5.103468705
1.5,0.5,7.08125,5.495961827,4.934585537
1.5,0.5,7.115625,5.393026028,4.786509035
1.5,0.5,7.15,5.307495044,4.655932162
1.5,0.5,7.184375,5.234804392,4.538464703
1.5,0.5,7.21875,5.169613602,4.428832961
1.5,0.5,7.253125,5.106015617,4.321134364
1.5,0.5,7.2875,5.037742253,4.209112958
1.5,0.5,7.321875,4.958346662,4.086428835
1.5,0.5,7.35625,4.861355268,3.946908954
1.5,0.5,7.390625,4.74039285,3.784784607
1.5,0.5,7.425,4.589293929,3.594939983
1.5,0.5,7.459375,4.402221694,3.373220348
1.5,0.5,7.49375,4.17382485,3.116888998
1.5,0.5,7.528125,3.899477842,2.825409989
1.5,0.5,7.5625,3.575682634,2.501947852
1.5,0.5,7.596875,3.2007921,2.156522968
1.5,0.5,7.63125,2.776445517,1.813080836
1.5,0.5,7.665625,2.310833351,1.524453314
1.5,0.5,7.7,1.827452298,1.389135145
1.5,0.5,7.734375,1.391688905,1.508976025
1.5,0.5,7.76875,1.172441007,1.878121295
1.5,0.5,7.803125,1.374134957,2.411303968
1.5,0.5,7.8375,1.917934409,3.037674262
1.5,0.5,7.871875,2.623690172,3.714506556
1.5,0.5,7.90625,3.399455343,4.414602442
1.5,0.5,7.940625,4.200922488,5.118267525
1.5,0.5,7.975,5.000831667,5.809923484
1.5,0.5,8.009375,5.779285406,6.476834086
1.5,0.5,8.04375,6.520890664,7.108654132
1.5,0.5,8.078125,7.213881897,7.69724695
1.5,0.5,8.1125,7.84974417,8.236543823
1.5,0.5,8.146875,8.422879624,8.722365468
1.5,0.5,8.18125,8.93020557,9.152192729
1.5,0.5,8.215625,9.37069405,9.524901871
1.5,0.5,8.25,9.744897296,9.840488036
1.5,0.5,8.284375,10.05450209,10.09979852
1.5,0.5,8.31875,10.30194194,10.30429158
1.5,0.5,8.353125,10.49008056,10.45582964
1.5,0.5,8.3875,10.62196782,10.55651027
1.5,0.5,8.421875,10.70066188,10.60853385
1.5,0.5,8.45625,10.72910711,10.61410458
1.5,0.5,8.490625,10.71005666,10.57536
1.5,0.5,8.525,10.64602907,10.49432419
1.5,0.5,8.559375,10.53928984,10.37287957
1.5,0.5,8.59375,10.39185074,10.21275334
1.5,0.5,8.628125,10.20548119,10.01551497
1.5,0.5,8.6625,9.981727702,9.782581973
1.5,0.5,8.696875,9.721938522,9.515231746
1.5,0.5,8.73125,9.427291502,9.214618049
1.5,0.5,8.765625,9.098824019,8.881790878
1.5,0.5,8.8,8.737464214,8.517719063
1.5,0.5,8.834375,8.344063163,8.123315113
1.5,0.5,8.86875,7.919427832,7.699462088
1.5,0.5,8.903125,7.464354743,7.247042515
1.5,0.5,8.9375,6.979664362,6.766969576
1.5,0.5,8.971875,6.466236214,6.260221248
1.5,0.5,9.00625,5.925044844,5.727878867
1.5,0.5,9.040625,5.357196977,5.171173397
1.5,0.5,9.075,4.763971166,4.591546952
1.5,0.5,9.109375,4.146863744,3.990747922
1.5,0.5,9.14375,3.507652554,3.371008271
1.5,0.5,9.178125,2.848514864,2.735448
1.5,0.5,9.2125,2.172334132,2.089222292
1.5,0.5,9.246875,1.48384798,1.443787149
1.5,0.5,9.28125,0.796888883,0.840542946
1.5,0.5,9.315625,0.280414354,0.53318317
1.5,0.5,9.35,0.760062012,0.926404491
1.5,0.5,9.384375,1.46996196,1.566593526
1.5,0.5,9.41875,2.19971815,2.254453098
1.5,0.5,9.453125,2.93327411,2.955901487
1.5,0.5,9.4875,3.664819503,3.660099313
1.5,0.5,9.521875,4.390382521,4.361322257
1.5,0.5,9.55625,5.106596082,5.055497892
1.5,0.5,9.590625,5.810407548,5.739258642
1.5,0.5,9.625,6.498993375,6.409617391
1.5,0.5,9.659375,7.169728344,7.063835886
1.5,0.5,9.69375,7.820168522,7.699361068
1.5,0.5,9.728125,8.448035176,8.313786746
1.5,0.5,9.7625,9.051195847,8.904824839
1.5,0.5,9.796875,9.627642247,9.470280592
1.5,0.5,9.83125,10.17546609,10.00803054
1.5,0.5,9.865625,10.69283475,10.51600415
1.5,0.5,9.9,11.17796895,10.99217141
1.5,0.5,9.934375,11.62912522,11.43453926
1.5,0.5,9.96875,12.04458584,11.84116064
1.5,0.5,10.003125,12.42265974,12.21015996
1.5,0.5,10.0375,12.76169771,12.5397792
1.5,0.5,10.071875,13.06012579,12.82844823
1.5,0.5,10.10625,13.31650053,13.07488159
1.5,0.5,10.140625,13.52958955,13.27820206
1.5,0.5,10.175,13.69847931,13.43808744
